item_name,item_category,city,base_price,production_cost,fair_wage_multiplier,sustainability_score,local_demand_index,market_avg_price_city,profit_margin_standard,regulatory_adjustment,marketplace
Foundation,Cosmetics,Hyderabad,346.37,171.11,1.07,7.3,0.31,329.8,0.15,23.71,Flipkart
Air Fryer,Kitchen Appliances,Hyderabad,956.2,546.91,1.19,6.8,0.4,1050.36,0.2,26.98,Amazon
Resistance Bands,Fitness Equipment,Mumbai,300.81,173.61,1.42,8.5,0.62,272.9,0.15,12.02,Flipkart
Sneakers,Footwear,Lucknow,705.03,301.51,1.05,6.6,0.78,666.97,0.24,23.28,Flipkart
Action Figure,Toys,Chennai,881.36,491.37,1.22,5.6,0.68,857.02,0.2,23.59,Amazon
Jacket,Clothing,Hyderabad,1932.75,1289.76,1.55,9.4,0.46,2105.31,0.14,26.61,Offline Store
Biography,Books,Jaipur,1204.06,784.58,1.59,9.1,0.83,1133.38,0.27,9.14,Own Brand Website
Action Figure,Toys,Ahmedabad,1074.16,591.54,1.34,8.1,0.56,1064.85,0.23,22.06,Flipkart
Fiction Novel,Books,Bangalore,931.31,387.09,1.19,9.6,0.9,959.18,0.14,7.39,Offline Store
Boots,Footwear,Jaipur,1904.1,1260.42,1.27,7.4,0.89,1766.3,0.23,27.99,Offline Store
Self-Help Book,Books,Pune,1689.4,821.28,1.57,4.4,0.44,1553.1,0.12,24.04,Amazon
Formal Shoes,Footwear,Ahmedabad,624.14,412.39,1.52,3.8,0.65,654.03,0.24,7.59,Flipkart
Mixer Grinder,Kitchen Appliances,Jaipur,711.31,415.12,1.37,8.7,0.34,708.52,0.27,29.84,Flipkart
Lamp,Home Decor,Mumbai,344.14,204.34,1.05,5.4,0.59,333.53,0.22,5.38,Offline Store
T-shirt,Clothing,Lucknow,1825.69,904.74,1.13,6,0.63,1662.12,0.26,23.44,Flipkart
Dry Fruits,Groceries,Ahmedabad,1072.41,488.79,1.56,8.6,0.45,1123.02,0.12,7.96,Amazon
Puzzle,Toys,Delhi,944.72,576.77,1.55,9.8,0.75,998.23,0.2,6.4,Offline Store
Lipstick,Cosmetics,Mumbai,338.06,233.68,1.27,8.4,0.44,340.29,0.13,25.22,Offline Store
Rug,Home Decor,Ahmedabad,419.32,256.53,1.13,8.7,0.63,411.98,0.17,22.19,Flipkart
Mixer Grinder,Kitchen Appliances,Pune,267.3,175.58,1.47,5.6,0.94,285.05,0.15,27.19,Offline Store
T-shirt,Clothing,Pune,288.05,174.81,1.12,9.8,0.33,272.65,0.21,19.6,Offline Store
Air Fryer,Kitchen Appliances,Delhi,1074.54,668.4,1.05,6.9,0.7,1012.02,0.23,21.35,Flipkart
Doll,Toys,Mumbai,1107.3,529.05,1.28,4.9,0.8,1133.57,0.13,19.19,Own Brand Website
Face Wash,Cosmetics,Bangalore,1816.19,1180.23,1.54,9.4,0.42,1895.97,0.23,5.83,Own Brand Website
Textbook,Books,Jaipur,1578.59,729.56,1.55,8.8,0.8,1640.72,0.19,24.95,Amazon
Children Book,Books,Delhi,1656.54,711.56,1.23,5.2,0.38,1814.17,0.22,19.74,Offline Store
Dumbbells,Fitness Equipment,Bangalore,826.67,521.3,1.31,8.2,0.87,852.62,0.22,24.67,Own Brand Website
Headphones,Electronics,Lucknow,1055.72,679.35,1.1,4.7,0.9,986.29,0.19,17.02,Offline Store
Resistance Bands,Fitness Equipment,Mumbai,893.28,589.63,1.46,8.7,0.94,978.11,0.28,19.14,Flipkart
Smartphone,Electronics,Jaipur,672.48,415,1.57,9.9,0.7,699.49,0.16,10.04,Amazon
Microwave Oven,Kitchen Appliances,Chennai,1313.8,614.26,1.27,6.4,0.91,1439.28,0.15,8.3,Amazon
Exercise Bike,Fitness Equipment,Kolkata,527.28,292.99,1.48,6.7,0.91,541.77,0.2,24.26,Own Brand Website
Honey,Groceries,Ahmedabad,1912.03,955.91,1.2,4.5,0.65,1899.88,0.15,23.04,Amazon
Honey,Groceries,Hyderabad,665.34,417.14,1.51,9.1,0.4,639.52,0.2,26.14,Flipkart
Dry Fruits,Groceries,Kolkata,862.01,515.45,1.3,3.2,0.51,906.27,0.25,27.09,Offline Store
Board Game,Toys,Pune,1226.48,772.6,1.28,5.4,0.52,1142.84,0.19,25.27,Amazon
Lipstick,Cosmetics,Hyderabad,123.08,70.46,1.15,8.2,0.39,114.81,0.11,16.07,Amazon
Mixer Grinder,Kitchen Appliances,Pune,1330.35,647.4,1.07,9.5,0.86,1320.46,0.26,25.03,Offline Store
Textbook,Books,Mumbai,1167.08,651.28,1.41,8.1,0.83,1184.47,0.25,9.64,Own Brand Website
Exercise Bike,Fitness Equipment,Ahmedabad,1517.63,633.52,1.41,8,0.93,1493.89,0.12,13.37,Own Brand Website
Wall Art,Home Decor,Jaipur,896.47,565.67,1.15,4.2,0.44,848.23,0.28,9.01,Offline Store
Mixer Grinder,Kitchen Appliances,Hyderabad,884.69,460.91,1.12,3.8,0.89,944.21,0.29,12.93,Offline Store
Microwave Oven,Kitchen Appliances,Kolkata,1100.35,524.57,1.27,8.6,0.61,1014.43,0.1,10.9,Flipkart
Action Figure,Toys,Bangalore,448.1,285.99,1.42,8.9,0.57,455.6,0.18,10.53,Offline Store
Air Fryer,Kitchen Appliances,Ahmedabad,1298.79,670.93,1.19,9.6,0.37,1370.69,0.21,24.08,Amazon
Organic Rice,Groceries,Kolkata,270.76,140.02,1.49,8.7,0.81,283.99,0.18,22.9,Own Brand Website
Doll,Toys,Delhi,307.93,138.19,1.35,6.8,0.61,322.4,0.21,6.64,Flipkart
Board Game,Toys,Delhi,1785.68,1050.71,1.54,6,0.3,1879.49,0.21,5.49,Own Brand Website
Lipstick,Cosmetics,Ahmedabad,1187.96,807.01,1.16,5,0.72,1264.21,0.23,21.79,Own Brand Website
Self-Help Book,Books,Chennai,720.72,290.46,1.51,10,0.86,705.95,0.17,29,Offline Store
Exercise Bike,Fitness Equipment,Chennai,1977.95,1154.47,1.33,6.6,0.43,2068.22,0.13,10.24,Own Brand Website
Lamp,Home Decor,Delhi,1380.91,912.48,1.42,6.3,0.75,1368.48,0.23,24.51,Offline Store
Microwave Oven,Kitchen Appliances,Ahmedabad,127.91,59.57,1.44,5.8,0.64,132.64,0.21,25.92,Flipkart
Jacket,Clothing,Lucknow,820.4,498.42,1.28,6.7,0.37,874.79,0.16,12.53,Offline Store
Biography,Books,Bangalore,268.66,148.28,1.28,3.7,0.79,245.36,0.13,16.52,Amazon
Electric Kettle,Kitchen Appliances,Mumbai,779.74,376.35,1.36,6.7,0.58,822.81,0.2,29.47,Offline Store
Electric Kettle,Kitchen Appliances,Pune,1623.44,701.22,1.2,6.8,0.6,1476.35,0.21,20.13,Own Brand Website
T-shirt,Clothing,Kolkata,980.39,646.9,1.36,8.5,0.68,1060.65,0.14,25.79,Offline Store
Puzzle,Toys,Pune,951.18,579.53,1.36,3.8,0.58,984.26,0.28,10.46,Offline Store
Lipstick,Cosmetics,Lucknow,774.85,393.77,1.34,9,0.56,720.12,0.2,5.94,Offline Store
Electric Kettle,Kitchen Appliances,Pune,754.47,418.18,1.33,8.7,0.82,721.67,0.16,29.54,Own Brand Website
Face Wash,Cosmetics,Kolkata,843.82,373.68,1.41,4.7,0.69,898.04,0.13,16.29,Own Brand Website
Face Wash,Cosmetics,Kolkata,827.6,579.17,1.44,3.6,0.45,770.87,0.1,12.9,Offline Store
Biography,Books,Bangalore,716.47,337.1,1.35,4.5,0.91,749.78,0.12,11.72,Flipkart
Exercise Bike,Fitness Equipment,Mumbai,1966.63,904.76,1.11,4.6,0.76,1973.66,0.11,14.04,Offline Store
Foundation,Cosmetics,Pune,264.58,128.9,1.14,4.5,0.81,279.58,0.25,22.21,Offline Store
Treadmill,Fitness Equipment,Mumbai,565.81,301.14,1.3,6.7,0.86,609.79,0.14,15.8,Offline Store
T-shirt,Clothing,Kolkata,381.25,226.64,1.36,9,0.64,402.68,0.16,22.36,Own Brand Website
Laptop,Electronics,Jaipur,176.31,78.54,1.3,9.2,0.88,179.79,0.13,22.02,Flipkart
Board Game,Toys,Jaipur,436.07,220.28,1.22,9.2,0.75,398.66,0.27,15.76,Offline Store
Air Fryer,Kitchen Appliances,Hyderabad,1534.05,971.06,1.6,5.4,0.86,1468.64,0.3,15.26,Flipkart
Dumbbells,Fitness Equipment,Hyderabad,1354.34,945.81,1.16,7.4,0.95,1474.59,0.14,7.47,Offline Store
Foundation,Cosmetics,Kolkata,909.54,572.11,1.48,7.3,0.7,840.53,0.19,19.4,Own Brand Website
Children Book,Books,Pune,1398.84,598.05,1.43,9.6,0.81,1433.5,0.12,24.86,Flipkart
Resistance Bands,Fitness Equipment,Pune,1359.62,767.65,1.49,7.7,0.61,1287.44,0.2,8.85,Amazon
Jeans,Clothing,Kolkata,214.37,100.79,1.25,7.5,0.62,224.45,0.25,22.65,Offline Store
Boots,Footwear,Chennai,1140.2,682.88,1.59,7.9,0.78,1092.58,0.2,15.88,Amazon
Electric Kettle,Kitchen Appliances,Hyderabad,771.59,415.01,1.38,7.4,0.85,795.71,0.27,21.42,Offline Store
Bluetooth Speaker,Electronics,Lucknow,765.15,450.87,1.45,7.8,0.85,827.22,0.17,6.97,Flipkart
Self-Help Book,Books,Ahmedabad,1347.18,583.44,1.54,8.8,0.76,1462.01,0.28,28.07,Flipkart
Sneakers,Footwear,Pune,1497.35,764.45,1.08,3.4,0.82,1404.93,0.16,19.65,Amazon
T-shirt,Clothing,Bangalore,349.07,242.81,1.5,7.1,0.89,348.62,0.28,25.65,Offline Store
Textbook,Books,Pune,126.76,81,1.48,5.2,0.62,117.59,0.23,21.86,Amazon
Resistance Bands,Fitness Equipment,Delhi,1964.77,1211.92,1.3,4.3,0.81,1907.32,0.29,11.93,Own Brand Website
Yoga Mat,Fitness Equipment,Lucknow,473.55,277.56,1.55,4,0.33,517.82,0.13,20.19,Amazon
T-shirt,Clothing,Lucknow,478.29,215.38,1.14,8,0.79,441.92,0.13,28.36,Amazon
Biography,Books,Kolkata,1218.83,773.21,1.09,3.4,0.56,1232.3,0.17,22.84,Own Brand Website
Cold Pressed Oil,Groceries,Chennai,1372.02,732.74,1.09,7.2,0.46,1340.69,0.1,18.03,Flipkart
T-shirt,Clothing,Delhi,1428.08,818.65,1.46,10,0.71,1348.42,0.21,11.13,Offline Store
Electric Kettle,Kitchen Appliances,Pune,727.38,367.77,1.34,6.7,0.73,718.32,0.14,17.27,Flipkart
Puzzle,Toys,Bangalore,1613.29,985.47,1.11,9.6,0.5,1641.19,0.11,27.74,Amazon
Formal Shoes,Footwear,Bangalore,1398.79,675.36,1.43,5,0.47,1383.96,0.22,10.23,Own Brand Website
Air Fryer,Kitchen Appliances,Jaipur,1511.52,866.73,1.05,6.8,0.57,1562.72,0.28,11.57,Offline Store
Wall Art,Home Decor,Ahmedabad,1379.99,614.79,1.1,9.5,0.86,1380.38,0.13,11.58,Flipkart
Lipstick,Cosmetics,Pune,1178.02,701.58,1.43,8.2,0.44,1130.02,0.1,6.85,Offline Store
Boots,Footwear,Lucknow,688.03,313.56,1.32,8.9,0.77,723.06,0.22,22.51,Amazon
Kurta,Clothing,Mumbai,442,250.06,1.36,7.4,0.81,481.25,0.24,28.06,Offline Store
Smartphone,Electronics,Ahmedabad,1144.85,557.32,1.41,9.9,0.76,1252.24,0.1,11.46,Amazon
Curtain,Home Decor,Mumbai,619.85,327.31,1.07,9.4,0.76,568.27,0.13,20.08,Flipkart
Sneakers,Footwear,Mumbai,1826.16,778.46,1.29,4.4,0.42,1910.19,0.27,28.03,Offline Store
Green Tea,Groceries,Bangalore,1399.57,587.39,1.25,6.1,0.48,1410.73,0.15,27.49,Offline Store
Textbook,Books,Hyderabad,372.63,196.68,1.12,5.5,0.62,376.65,0.17,25.24,Own Brand Website
Treadmill,Fitness Equipment,Pune,1079.29,753.05,1.12,4.3,0.82,1091,0.17,15.26,Own Brand Website
Sunscreen,Cosmetics,Kolkata,1171.2,498.62,1.47,6.1,0.57,1235.19,0.21,23.85,Amazon
Formal Shoes,Footwear,Chennai,1864.41,1274.79,1.29,3.5,0.31,1940.94,0.12,14.75,Offline Store
Puzzle,Toys,Delhi,1358.3,950.15,1.17,3.1,0.33,1283.13,0.3,6.93,Amazon
Fiction Novel,Books,Bangalore,1523.6,677.97,1.16,3.6,0.45,1406.44,0.1,24.97,Own Brand Website
Treadmill,Fitness Equipment,Hyderabad,461.94,201.21,1.2,8.3,0.45,465.81,0.14,14.68,Offline Store
Sandals,Footwear,Lucknow,1090.54,684.15,1.2,6.1,0.72,1041.52,0.14,19.22,Offline Store
Flip Flops,Footwear,Bangalore,1909.55,1285.17,1.38,6,0.67,2024.89,0.12,24.53,Amazon
Organic Rice,Groceries,Kolkata,1350.24,649.08,1.53,3.6,0.9,1319.97,0.26,8.86,Own Brand Website
Perfume,Cosmetics,Bangalore,1178.31,483.15,1.2,8.8,0.6,1215.9,0.26,18.26,Flipkart
T-shirt,Clothing,Pune,1213.07,764.12,1.12,3.5,0.7,1328.33,0.23,22.63,Own Brand Website
Wall Art,Home Decor,Hyderabad,1351.25,786.03,1.16,8.9,0.67,1480.53,0.11,12.46,Flipkart
Resistance Bands,Fitness Equipment,Ahmedabad,288.79,189.95,1.5,8.4,0.74,266.07,0.18,22.61,Own Brand Website
Cold Pressed Oil,Groceries,Hyderabad,785.6,483.42,1.21,6.8,0.53,851.83,0.19,12.17,Flipkart
Perfume,Cosmetics,Chennai,208.32,92.42,1.36,7.9,0.92,212.35,0.24,20.5,Own Brand Website
Doll,Toys,Pune,1814.71,890.54,1.38,9.7,0.3,1731.59,0.25,16.75,Offline Store
Organic Rice,Groceries,Chennai,419.93,239.99,1.33,6.2,0.52,382.35,0.22,17.93,Offline Store
Board Game,Toys,Chennai,1212.18,485.76,1.1,4.2,0.59,1286.83,0.15,25.21,Offline Store
Honey,Groceries,Ahmedabad,546.98,341.71,1.53,8.7,0.78,496.49,0.17,9.91,Flipkart
Microwave Oven,Kitchen Appliances,Chennai,1001.72,507.16,1.39,7,0.58,1055.29,0.1,26.64,Amazon
Yoga Mat,Fitness Equipment,Pune,105.61,56.57,1.53,5.9,0.79,103.56,0.27,29.98,Offline Store
Smartphone,Electronics,Mumbai,1806.76,752.92,1.13,6.8,0.93,1772.91,0.16,29.12,Offline Store
Electric Kettle,Kitchen Appliances,Chennai,1446.69,913.05,1.11,4.8,0.63,1515.1,0.17,10.11,Flipkart
Exercise Bike,Fitness Equipment,Bangalore,930.6,490.7,1.53,9.5,0.41,889.56,0.26,11.13,Flipkart
Smartwatch,Electronics,Chennai,602.82,363.5,1.33,7.9,0.35,603.33,0.23,16.86,Flipkart
Laptop,Electronics,Jaipur,342.85,150.91,1.37,4,0.5,338.82,0.22,11.63,Flipkart
Textbook,Books,Jaipur,869.97,443.99,1.1,8.6,0.78,919.41,0.13,17.94,Own Brand Website
Resistance Bands,Fitness Equipment,Mumbai,727.49,367.05,1.09,9.6,0.91,714.15,0.27,13.25,Flipkart
Honey,Groceries,Lucknow,1162.89,724.92,1.34,4.1,0.55,1223.24,0.26,13.45,Amazon
Jacket,Clothing,Kolkata,1126.9,520.78,1.19,4,0.58,1176.46,0.28,18.62,Offline Store
Exercise Bike,Fitness Equipment,Lucknow,1338.87,642.72,1.16,5.8,0.66,1213.97,0.12,20.77,Amazon
Flip Flops,Footwear,Chennai,478.69,256.58,1.57,9,0.34,436.44,0.13,7.91,Flipkart
Cold Pressed Oil,Groceries,Pune,582.25,297.89,1.1,6.2,0.64,601.07,0.18,12.4,Own Brand Website
Laptop,Electronics,Hyderabad,1322.04,890.21,1.27,5.1,0.77,1421.79,0.29,10.5,Own Brand Website
Curtain,Home Decor,Chennai,675.27,453.62,1.2,5.4,0.72,684.47,0.28,20.3,Amazon
Action Figure,Toys,Jaipur,1028.87,434.37,1.59,6,0.67,1029.29,0.25,21.16,Amazon
Self-Help Book,Books,Delhi,751.07,417.6,1.5,7.4,0.92,789.22,0.2,25.18,Flipkart
Treadmill,Fitness Equipment,Lucknow,940.16,436.19,1.4,5.5,0.32,886.4,0.13,24.87,Own Brand Website
Curtain,Home Decor,Ahmedabad,1480.76,865.29,1.56,4.2,0.41,1601.91,0.23,18.94,Own Brand Website
Flip Flops,Footwear,Mumbai,1505.8,729.56,1.38,6,0.5,1619.13,0.13,5.45,Offline Store
Wall Art,Home Decor,Bangalore,782.3,359.48,1.5,3.9,0.91,730.28,0.28,9.21,Flipkart
Smartphone,Electronics,Delhi,191.08,104.4,1.25,7.2,0.72,207.68,0.29,17.37,Flipkart
Textbook,Books,Bangalore,496.47,235.42,1.1,5,0.89,483.03,0.23,29.53,Amazon
Mixer Grinder,Kitchen Appliances,Kolkata,302.8,191.56,1.43,8.7,0.39,302.91,0.23,24,Own Brand Website
Dry Fruits,Groceries,Jaipur,1454,830.66,1.31,9.6,0.42,1368.02,0.12,7.82,Flipkart
Remote Car,Toys,Mumbai,1759.63,1024.03,1.56,9.2,0.5,1809.36,0.18,26.9,Offline Store
Jacket,Clothing,Mumbai,1495.08,653.42,1.19,7.6,0.46,1505.26,0.15,22.06,Offline Store
Sweatshirt,Clothing,Kolkata,242.53,149.49,1.24,6.2,0.61,227.71,0.29,5,Amazon
Self-Help Book,Books,Pune,808.22,354.45,1.25,3.7,0.55,758.74,0.21,5.3,Flipkart
Sunscreen,Cosmetics,Pune,1061.59,514.69,1.23,5.5,0.72,1116.32,0.17,28.12,Flipkart
Green Tea,Groceries,Bangalore,1517.85,791.03,1.1,6.9,0.7,1407.44,0.27,14.54,Offline Store
Boots,Footwear,Bangalore,389.5,216.66,1.28,7.5,0.41,352.17,0.2,8.93,Amazon
Doll,Toys,Jaipur,397.25,239.69,1.19,8.9,0.63,405.84,0.16,10.6,Amazon
Dry Fruits,Groceries,Mumbai,402.04,246.1,1.43,6.4,0.81,426.37,0.19,21.28,Offline Store
Air Fryer,Kitchen Appliances,Hyderabad,1833,777.99,1.06,6.3,0.52,1681.6,0.13,11.44,Offline Store
Exercise Bike,Fitness Equipment,Ahmedabad,288.85,143.19,1.12,7.4,0.75,304.77,0.27,5.08,Offline Store
Formal Shoes,Footwear,Hyderabad,435.16,280.42,1.07,7.7,0.42,435.72,0.29,21.22,Offline Store
Rug,Home Decor,Lucknow,799.62,485.13,1.05,9.7,0.52,876.4,0.24,12.18,Amazon
Electric Kettle,Kitchen Appliances,Kolkata,1269.01,652.37,1.4,8.5,0.61,1198.48,0.3,15.32,Own Brand Website
Organic Rice,Groceries,Lucknow,435.14,270.55,1.41,8.7,0.3,421.85,0.16,28.1,Flipkart
Electric Kettle,Kitchen Appliances,Ahmedabad,764.37,426.65,1.05,8.7,0.37,822.82,0.25,18.91,Flipkart
Microwave Oven,Kitchen Appliances,Pune,1523.26,971.64,1.46,7.6,0.87,1499.81,0.21,29.23,Flipkart
Yoga Mat,Fitness Equipment,Delhi,807.27,504.77,1.27,6.3,0.52,751.26,0.29,16.18,Offline Store
Sneakers,Footwear,Kolkata,630.76,374.6,1.11,6.8,0.67,592.4,0.29,19.87,Own Brand Website
Sunscreen,Cosmetics,Chennai,522.97,339.95,1.22,8.1,0.71,487.37,0.12,20.19,Offline Store
Toaster,Kitchen Appliances,Delhi,1369.77,601.76,1.14,3.4,0.39,1393.9,0.14,12.22,Own Brand Website
Formal Shoes,Footwear,Hyderabad,1154.98,605.49,1.51,7,0.39,1128.26,0.15,11.47,Flipkart
Smartwatch,Electronics,Lucknow,587.29,308.63,1.12,4.8,0.76,625.75,0.1,7.09,Flipkart
Laptop,Electronics,Chennai,1724.59,800.89,1.22,5.4,0.86,1608.27,0.26,16.69,Offline Store
Boots,Footwear,Delhi,1588.02,963,1.45,3.8,0.5,1501.37,0.13,20.98,Offline Store
Smartwatch,Electronics,Pune,1420.75,628.6,1.47,5,0.54,1560.91,0.14,7.95,Own Brand Website
Jeans,Clothing,Delhi,610.17,414.64,1.12,7.3,0.82,661.71,0.2,16.44,Amazon
T-shirt,Clothing,Bangalore,1672.46,767.24,1.3,7.5,0.76,1542.63,0.27,25.46,Offline Store
Toaster,Kitchen Appliances,Chennai,702.39,381.34,1.26,9.9,0.68,670.15,0.25,25.54,Own Brand Website
Toaster,Kitchen Appliances,Mumbai,1479.65,628.93,1.21,5.5,0.44,1474.13,0.16,5.91,Amazon
Sneakers,Footwear,Bangalore,1338.89,710.67,1.07,9.5,0.72,1224.8,0.28,15.52,Own Brand Website
Table Clock,Home Decor,Mumbai,555.25,229.76,1.46,9.8,0.42,546.02,0.15,19.31,Offline Store
Wall Art,Home Decor,Lucknow,1755.46,771.01,1.21,4.2,0.45,1625.53,0.23,6.09,Amazon
Formal Shoes,Footwear,Ahmedabad,1485.07,657.35,1.2,5.4,0.55,1387.92,0.2,27.37,Offline Store
Dumbbells,Fitness Equipment,Bangalore,971.58,396.75,1.25,5.8,0.48,931.93,0.14,28.92,Offline Store
Dumbbells,Fitness Equipment,Ahmedabad,1105.94,620.46,1.28,7.3,0.58,1147.74,0.12,5.74,Own Brand Website
Self-Help Book,Books,Bangalore,1168.61,724.81,1.42,5.8,0.3,1079.98,0.18,21.61,Offline Store
Air Fryer,Kitchen Appliances,Ahmedabad,692.89,387.66,1.15,4.2,0.78,684.35,0.29,10.28,Own Brand Website
Wall Art,Home Decor,Delhi,950.75,434,1.19,7.5,0.89,880.1,0.13,28.81,Own Brand Website
Face Wash,Cosmetics,Hyderabad,1498.92,740.24,1.27,8.5,0.75,1531.75,0.27,12.81,Offline Store
Lipstick,Cosmetics,Ahmedabad,501.39,262.19,1.05,6.6,0.54,464.48,0.28,9.86,Own Brand Website
Doll,Toys,Hyderabad,1441.33,881.69,1.07,6,0.61,1532.86,0.22,6.58,Amazon
Cold Pressed Oil,Groceries,Chennai,952.66,467.05,1.14,4.9,0.85,975.52,0.19,23.01,Own Brand Website
Headphones,Electronics,Lucknow,1939.62,1315.35,1.1,5.3,0.5,1960.51,0.12,28.04,Offline Store
Cold Pressed Oil,Groceries,Lucknow,1586.8,693.16,1.19,4,0.61,1710.61,0.23,20.14,Offline Store
Face Wash,Cosmetics,Hyderabad,241.53,162.28,1.2,9.3,0.6,242.92,0.22,12.21,Own Brand Website
Sweatshirt,Clothing,Bangalore,1687.56,1160.21,1.21,3,0.64,1718.9,0.11,21.82,Offline Store
Action Figure,Toys,Kolkata,654.93,450.33,1.48,3.5,0.92,619.2,0.26,21.08,Offline Store
Rug,Home Decor,Jaipur,1118.97,760.67,1.38,9,0.84,1157.5,0.2,7.45,Own Brand Website
Kurta,Clothing,Mumbai,392.59,219.79,1.23,4.5,0.93,420.75,0.19,26.78,Own Brand Website
Headphones,Electronics,Bangalore,212.98,91.53,1.57,7.8,0.8,227.16,0.11,22.95,Own Brand Website
Smartphone,Electronics,Mumbai,777.92,502.07,1.26,8.4,0.89,752.92,0.19,18.44,Flipkart
Headphones,Electronics,Pune,1406.9,919.03,1.17,9.6,0.81,1305.47,0.17,11.28,Offline Store
Lipstick,Cosmetics,Ahmedabad,402.14,238.64,1.09,7.2,0.84,391.03,0.2,8.6,Own Brand Website
Yoga Mat,Fitness Equipment,Chennai,1468.78,987.94,1.45,3.9,0.52,1372.78,0.22,23.06,Own Brand Website
Boots,Footwear,Pune,1953.1,1075.91,1.4,3.7,0.4,1848.29,0.11,15.2,Amazon
Resistance Bands,Fitness Equipment,Pune,1907.26,1136.49,1.29,6.5,0.4,1753.44,0.15,12.66,Offline Store
Fiction Novel,Books,Delhi,333.41,202.52,1.56,4.2,0.84,319.96,0.22,7.22,Own Brand Website
Jacket,Clothing,Hyderabad,554.67,248.17,1.14,9.5,0.54,520.96,0.13,21.82,Own Brand Website
T-shirt,Clothing,Mumbai,1465.13,1016.69,1.39,6.2,0.45,1330.14,0.28,24.72,Flipkart
Textbook,Books,Kolkata,1612.72,800.9,1.25,8.5,0.75,1660.97,0.21,14.21,Offline Store
Textbook,Books,Ahmedabad,1508.39,766.67,1.45,4.3,0.68,1465.35,0.27,17.97,Own Brand Website
Biography,Books,Kolkata,1285.63,546.36,1.32,8.5,0.86,1342.5,0.18,11.44,Offline Store
Lamp,Home Decor,Lucknow,839.39,477.18,1.05,9.4,0.52,889.22,0.21,21.55,Offline Store
Puzzle,Toys,Delhi,1543.05,750.5,1.38,8.3,0.8,1517.13,0.25,12.55,Amazon
Sneakers,Footwear,Pune,336.11,145.83,1.33,5.7,0.45,328.79,0.18,18.84,Own Brand Website
Yoga Mat,Fitness Equipment,Bangalore,210.05,141.24,1.25,7.3,0.5,221.04,0.19,13.04,Flipkart
Wall Art,Home Decor,Lucknow,1931.24,1273.77,1.15,7.9,0.79,1751.46,0.29,10.82,Own Brand Website
Self-Help Book,Books,Delhi,1825.91,1088.65,1.33,8.5,0.74,1913.64,0.27,16.78,Own Brand Website
Action Figure,Toys,Pune,908.89,608.9,1.49,3.1,0.72,982.31,0.24,18.84,Amazon
Textbook,Books,Hyderabad,434.19,297.5,1.39,3.7,0.9,435.63,0.13,10.66,Offline Store
Wall Art,Home Decor,Kolkata,1938.84,1029.5,1.28,6.4,0.76,1886.5,0.18,23.65,Flipkart
Green Tea,Groceries,Jaipur,976.27,599.5,1.58,9.7,0.59,924.38,0.15,25.48,Amazon
Doll,Toys,Delhi,251.47,103.64,1.42,9.4,0.45,229.07,0.28,13.85,Offline Store
Perfume,Cosmetics,Hyderabad,1144.47,744.91,1.19,7.2,0.94,1199.7,0.18,24.2,Amazon
Resistance Bands,Fitness Equipment,Delhi,141.37,65.68,1.46,4.8,0.38,135.53,0.13,15.52,Own Brand Website
Kurta,Clothing,Delhi,336.63,219.25,1.48,5.1,0.64,360.53,0.29,7.28,Amazon
Biography,Books,Delhi,1471.84,648.55,1.06,3.6,0.67,1435.67,0.12,16.86,Offline Store
Yoga Mat,Fitness Equipment,Hyderabad,1065.64,677.98,1.42,6.3,0.51,959.5,0.27,11.67,Offline Store
Action Figure,Toys,Kolkata,505.12,313.37,1.09,4.8,0.58,499.22,0.13,6,Amazon
Organic Rice,Groceries,Delhi,994.01,504.2,1.21,4.9,0.63,898.92,0.12,13.13,Offline Store
Resistance Bands,Fitness Equipment,Ahmedabad,1011.65,615.23,1.21,7.7,0.55,1067.23,0.2,18.53,Offline Store
Wall Art,Home Decor,Lucknow,926.63,407.59,1.14,5.8,0.36,859.95,0.22,20.83,Own Brand Website
Biography,Books,Mumbai,342.13,224.49,1.52,5.7,0.62,362.76,0.25,14.07,Offline Store
Sweatshirt,Clothing,Ahmedabad,702.49,421,1.25,7.8,0.38,726.66,0.26,27.62,Own Brand Website
Resistance Bands,Fitness Equipment,Delhi,966.75,549.2,1.21,4.1,0.41,1033.37,0.21,14.41,Flipkart
Perfume,Cosmetics,Jaipur,1741.5,756.05,1.38,8.5,0.38,1609.34,0.11,28.55,Flipkart
Sweatshirt,Clothing,Ahmedabad,1415.14,596.39,1.42,5.1,0.37,1554.45,0.14,24.96,Own Brand Website
Remote Car,Toys,Lucknow,1774.67,992.22,1.59,3.8,0.92,1622.28,0.2,26.38,Flipkart
Green Tea,Groceries,Ahmedabad,1151.06,661.9,1.14,9.9,0.45,1233.69,0.29,12.02,Own Brand Website
Resistance Bands,Fitness Equipment,Jaipur,1487.98,631.07,1.46,6.4,0.38,1605.42,0.24,9.21,Offline Store
Toaster,Kitchen Appliances,Bangalore,1112.33,553.68,1.44,7.4,0.42,1054.96,0.24,21.88,Offline Store
Honey,Groceries,Bangalore,693.26,376.77,1.31,3.9,0.7,660.6,0.19,6.79,Flipkart
T-shirt,Clothing,Lucknow,1266.68,825.72,1.36,7.2,0.74,1189.75,0.11,26.35,Offline Store
Bluetooth Speaker,Electronics,Chennai,1708.55,962.59,1.16,8.7,0.44,1831.88,0.18,6.44,Offline Store
